[1, 20, 21, 41, 420, 421]
[0, 2, 21, 22, 421, 422]
[1, 3, 22, 23, 422, 423]
[2, 4, 23, 24, 423, 424]
[3, 5, 24, 25, 424, 425]
[4, 6, 25, 26, 425, 426]
[5, 7, 26, 27, 426, 427]
[6, 8, 27, 28, 427, 428]
[7, 9, 28, 29, 428, 429]
[8, 10, 29, 30, 429, 430]
[9, 11, 30, 31, 430, 431]
[10, 12, 31, 32, 431, 432]
[11, 13, 32, 33, 432, 433]
[12, 14, 33, 34, 433, 434]
[13, 15, 34, 35, 434, 435]
[14, 16, 35, 36, 435, 436]
[15, 17, 36, 37, 436, 437]
[16, 18, 37, 38, 437, 438]
[17, 19, 38, 39, 438, 439]
[18, 20, 39, 40, 439, 440]
[0, 19, 40, 41, 420, 440]
[0, 1, 22, 41, 42, 62]
[1, 2, 21, 23, 42, 43]
[2, 3, 22, 24, 43, 44]
[3, 4, 23, 25, 44, 45]
[4, 5, 24, 26, 45, 46]
[5, 6, 25, 27, 46, 47]
[6, 7, 26, 28, 47, 48]
[7, 8, 27, 29, 48, 49]
[8, 9, 28, 30, 49, 50]
[9, 10, 29, 31, 50, 51]
[10, 11, 30, 32, 51, 52]
[11, 12, 31, 33, 52, 53]
[12, 13, 32, 34, 53, 54]
[13, 14, 33, 35, 54, 55]
[14, 15, 34, 36, 55, 56]
[15, 16, 35, 37, 56, 57]
[16, 17, 36, 38, 57, 58]
[17, 18, 37, 39, 58, 59]
[18, 19, 38, 40, 59, 60]
[19, 20, 39, 41, 60, 61]
[0, 20, 21, 40, 61, 62]
[21, 22, 43, 62, 63, 83]
[22, 23, 42, 44, 63, 64]
[23, 24, 43, 45, 64, 65]
[24, 25, 44, 46, 65, 66]
[25, 26, 45, 47, 66, 67]
[26, 27, 46, 48, 67, 68]
[27, 28, 47, 49, 68, 69]
[28, 29, 48, 50, 69, 70]
[29, 30, 49, 51, 70, 71]
[30, 31, 50, 52, 71, 72]
[31, 32, 51, 53, 72, 73]
[32, 33, 52, 54, 73, 74]
[33, 34, 53, 55, 74, 75]
[34, 35, 54, 56, 75, 76]
[35, 36, 55, 57, 76, 77]
[36, 37, 56, 58, 77, 78]
[37, 38, 57, 59, 78, 79]
[38, 39, 58, 60, 79, 80]
[39, 40, 59, 61, 80, 81]
[40, 41, 60, 62, 81, 82]
[21, 41, 42, 61, 82, 83]
[42, 43, 64, 83, 84, 104]
[43, 44, 63, 65, 84, 85]
[44, 45, 64, 66, 85, 86]
[45, 46, 65, 67, 86, 87]
[46, 47, 66, 68, 87, 88]
[47, 48, 67, 69, 88, 89]
[48, 49, 68, 70, 89, 90]
[49, 50, 69, 71, 90, 91]
[50, 51, 70, 72, 91, 92]
[51, 52, 71, 73, 92, 93]
[52, 53, 72, 74, 93, 94]
[53, 54, 73, 75, 94, 95]
[54, 55, 74, 76, 95, 96]
[55, 56, 75, 77, 96, 97]
[56, 57, 76, 78, 97, 98]
[57, 58, 77, 79, 98, 99]
[58, 59, 78, 80, 99, 100]
[59, 60, 79, 81, 100, 101]
[60, 61, 80, 82, 101, 102]
[61, 62, 81, 83, 102, 103]
[42, 62, 63, 82, 103, 104]
[63, 64, 85, 104, 105, 125]
[64, 65, 84, 86, 105, 106]
[65, 66, 85, 87, 106, 107]
[66, 67, 86, 88, 107, 108]
[67, 68, 87, 89, 108, 109]
[68, 69, 88, 90, 109, 110]
[69, 70, 89, 91, 110, 111]
[70, 71, 90, 92, 111, 112]
[71, 72, 91, 93, 112, 113]
[72, 73, 92, 94, 113, 114]
[73, 74, 93, 95, 114, 115]
[74, 75, 94, 96, 115, 116]
[75, 76, 95, 97, 116, 117]
[76, 77, 96, 98, 117, 118]
[77, 78, 97, 99, 118, 119]
[78, 79, 98, 100, 119, 120]
[79, 80, 99, 101, 120, 121]
[80, 81, 100, 102, 121, 122]
[81, 82, 101, 103, 122, 123]
[82, 83, 102, 104, 123, 124]
[63, 83, 84, 103, 124, 125]
[84, 85, 106, 125, 126, 146]
[85, 86, 105, 107, 126, 127]
[86, 87, 106, 108, 127, 128]
[87, 88, 107, 109, 128, 129]
[88, 89, 108, 110, 129, 130]
[89, 90, 109, 111, 130, 131]
[90, 91, 110, 112, 131, 132]
[91, 92, 111, 113, 132, 133]
[92, 93, 112, 114, 133, 134]
[93, 94, 113, 115, 134, 135]
[94, 95, 114, 116, 135, 136]
[95, 96, 115, 117, 136, 137]
[96, 97, 116, 118, 137, 138]
[97, 98, 117, 119, 138, 139]
[98, 99, 118, 120, 139, 140]
[99, 100, 119, 121, 140, 141]
[100, 101, 120, 122, 141, 142]
[101, 102, 121, 123, 142, 143]
[102, 103, 122, 124, 143, 144]
[103, 104, 123, 125, 144, 145]
[84, 104, 105, 124, 145, 146]
[105, 106, 127, 146, 147, 167]
[106, 107, 126, 128, 147, 148]
[107, 108, 127, 129, 148, 149]
[108, 109, 128, 130, 149, 150]
[109, 110, 129, 131, 150, 151]
[110, 111, 130, 132, 151, 152]
[111, 112, 131, 133, 152, 153]
[112, 113, 132, 134, 153, 154]
[113, 114, 133, 135, 154, 155]
[114, 115, 134, 136, 155, 156]
[115, 116, 135, 137, 156, 157]
[116, 117, 136, 138, 157, 158]
[117, 118, 137, 139, 158, 159]
[118, 119, 138, 140, 159, 160]
[119, 120, 139, 141, 160, 161]
[120, 121, 140, 142, 161, 162]
[121, 122, 141, 143, 162, 163]
[122, 123, 142, 144, 163, 164]
[123, 124, 143, 145, 164, 165]
[124, 125, 144, 146, 165, 166]
[105, 125, 126, 145, 166, 167]
[126, 127, 148, 167, 168, 188]
[127, 128, 147, 149, 168, 169]
[128, 129, 148, 150, 169, 170]
[129, 130, 149, 151, 170, 171]
[130, 131, 150, 152, 171, 172]
[131, 132, 151, 153, 172, 173]
[132, 133, 152, 154, 173, 174]
[133, 134, 153, 155, 174, 175]
[134, 135, 154, 156, 175, 176]
[135, 136, 155, 157, 176, 177]
[136, 137, 156, 158, 177, 178]
[137, 138, 157, 159, 178, 179]
[138, 139, 158, 160, 179, 180]
[139, 140, 159, 161, 180, 181]
[140, 141, 160, 162, 181, 182]
[141, 142, 161, 163, 182, 183]
[142, 143, 162, 164, 183, 184]
