[1, 11, 12, 23, 132, 133]
[0, 2, 12, 13, 133, 134]
[1, 3, 13, 14, 134, 135]
[2, 4, 14, 15, 135, 136]
[3, 5, 15, 16, 136, 137]
[4, 6, 16, 17, 137, 138]
[5, 7, 17, 18, 138, 139]
[6, 8, 18, 19, 139, 140]
[7, 9, 19, 20, 140, 141]
[8, 10, 20, 21, 141, 142]
[9, 11, 21, 22, 142, 143]
[0, 10, 22, 23, 132, 143]
[0, 1, 13, 23, 24, 35]
[1, 2, 12, 14, 24, 25]
[2, 3, 13, 15, 25, 26]
[3, 4, 14, 16, 26, 27]
[4, 5, 15, 17, 27, 28]
[5, 6, 16, 18, 28, 29]
[6, 7, 17, 19, 29, 30]
[7, 8, 18, 20, 30, 31]
[8, 9, 19, 21, 31, 32]
[9, 10, 20, 22, 32, 33]
[10, 11, 21, 23, 33, 34]
[0, 11, 12, 22, 34, 35]
[12, 13, 25, 35, 36, 47]
[13, 14, 24, 26, 36, 37]
[14, 15, 25, 27, 37, 38]
[15, 16, 26, 28, 38, 39]
[16, 17, 27, 29, 39, 40]
[17, 18, 28, 30, 40, 41]
[18, 19, 29, 31, 41, 42]
[19, 20, 30, 32, 42, 43]
[20, 21, 31, 33, 43, 44]
[21, 22, 32, 34, 44, 45]
[22, 23, 33, 35, 45, 46]
[12, 23, 24, 34, 46, 47]
[24, 25, 37, 47, 48, 59]
[25, 26, 36, 38, 48, 49]
[26, 27, 37, 39, 49, 50]
[27, 28, 38, 40, 50, 51]
[28, 29, 39, 41, 51, 52]
[29, 30, 40, 42, 52, 53]
[30, 31, 41, 43, 53, 54]
[31, 32, 42, 44, 54, 55]
[32, 33, 43, 45, 55, 56]
[33, 34, 44, 46, 56, 57]
[34, 35, 45, 47, 57, 58]
[24, 35, 36, 46, 58, 59]
[36, 37, 49, 59, 60, 71]
[37, 38, 48, 50, 60, 61]
[38, 39, 49, 51, 61, 62]
[39, 40, 50, 52, 62, 63]
[40, 41, 51, 53, 63, 64]
[41, 42, 52, 54, 64, 65]
[42, 43, 53, 55, 65, 66]
[43, 44, 54, 56, 66, 67]
[44, 45, 55, 57, 67, 68]
[45, 46, 56, 58, 68, 69]
[46, 47, 57, 59, 69, 70]
[36, 47, 48, 58, 70, 71]
[48, 49, 61, 71, 72, 83]
[49, 50, 60, 62, 72, 73]
[50, 51, 61, 63, 73, 74]
[51, 52, 62, 64, 74, 75]
[52, 53, 63, 65, 75, 76]
[53, 54, 64, 66, 76, 77]
[54, 55, 65, 67, 77, 78]
[55, 56, 66, 68, 78, 79]
[56, 57, 67, 69, 79, 80]
[57, 58, 68, 70, 80, 81]
[58, 59, 69, 71, 81, 82]
[48, 59, 60, 70, 82, 83]
[60, 61, 73, 83, 84, 95]
[61, 62, 72, 74, 84, 85]
[62, 63, 73, 75, 85, 86]
[63, 64, 74, 76, 86, 87]
[64, 65, 75, 77, 87, 88]
[65, 66, 76, 78, 88, 89]
[66, 67, 77, 79, 89, 90]
[67, 68, 78, 80, 90, 91]
[68, 69, 79, 81, 91, 92]
[69, 70, 80, 82, 92, 93]
[70, 71, 81, 83, 93, 94]
[60, 71, 72, 82, 94, 95]
[72, 73, 85, 95, 96, 107]
[73, 74, 84, 86, 96, 97]
[74, 75, 85, 87, 97, 98]
[75, 76, 86, 88, 98, 99]
[76, 77, 87, 89, 99, 100]
[77, 78, 88, 90, 100, 101]
[78, 79, 89, 91, 101, 102]
[79, 80, 90, 92, 102, 103]
[80, 81, 91, 93, 103, 104]
[81, 82, 92, 94, 104, 105]
[82, 83, 93, 95, 105, 106]
[72, 83, 84, 94, 106, 107]
[84, 85, 97, 107, 108, 119]
[85, 86, 96, 98, 108, 109]
[86, 87, 97, 99, 109, 110]
[87, 88, 98, 100, 110, 111]
[88, 89, 99, 101, 111, 112]
[89, 90, 100, 102, 112, 113]
[90, 91, 101, 103, 113, 114]
[91, 92, 102, 104, 114, 115]
[92, 93, 103, 105, 115, 116]
[93, 94, 104, 106, 116, 117]
[94, 95, 105, 107, 117, 118]
[84, 95, 96, 106, 118, 119]
[96, 97, 109, 119, 120, 131]
[97, 98, 108, 110, 120, 121]
[98, 99, 109, 111, 121, 122]
[99, 100, 110, 112, 122, 123]
[100, 101, 111, 113, 123, 124]
[101, 102, 112, 114, 124, 125]
[102, 103, 113, 115, 125, 126]
[103, 104, 114, 116, 126, 127]
[104, 105, 115, 117, 127, 128]
[105, 106, 116, 118, 128, 129]
[106, 107, 117, 119, 129, 130]
[96, 107, 108, 118, 130, 131]
[108, 109, 121, 131, 132, 143]
[109, 110, 120, 122, 132, 133]
[110, 111, 121, 123, 133, 134]
[111, 112, 122, 124, 134, 135]
[112, 113, 123, 125, 135, 136]
[113, 114, 124, 126, 136, 137]
[114, 115, 125, 127, 137, 138]
[115, 116, 126, 128, 138, 139]
[116, 117, 127, 129, 139, 140]
[117, 118, 128, 130, 140, 141]
[118, 119, 129, 131, 141, 142]
[108, 119, 120, 130, 142, 143]
[0, 11, 120, 121, 133, 143]
[0, 1, 121, 122, 132, 134]
[1, 2, 122, 123, 133, 135]
[2, 3, 123, 124, 134, 136]
[3, 4, 124, 125, 135, 137]
[4, 5, 125, 126, 136, 138]
[5, 6, 126, 127, 137, 139]
[6, 7, 127, 128, 138, 140]
[7, 8, 128, 129, 139, 141]
[8, 9, 129, 130, 140, 142]
[9, 10, 130, 131, 141, 143]
[10, 11, 120, 131, 132, 142]
